nome;id_spotify;generos;popularidade;seguidores;imagem;fonte
Kid Ink;6KZDXtSj0SzGOV705nNeh3;hip hop;68;2968884;https://i.scdn.co/image/ab6761610000e5ebf4904a817005f3b96f4e6e53;GENRE_2
Nidji;4sEWznAKWWNcicTuLxzb6d;indonesian pop, malay, indonesian rock, indorock;67;2967754;https://i.scdn.co/image/ab6761610000e5ebd63cba90d27bdf26effba4c7;LETTER_2
sombr;4G9NDjRyZFDlJKMRL8hx3S;0;86;2963700;https://i.scdn.co/image/ab6761610000e5eb78edaa6468cae153565c2c97;GENRE_1
Normani;2cWZOOzeOm4WmBJRnD5R7I;0;67;2961183;https://i.scdn.co/image/ab6761610000e5ebdc6e85ec0f93f5b2cf475487;GENRE_2
Priya Saraiya;6q29t5RuXxlBuqIZsOMQss;gujarati pop, gujarati garba, bollywood, hindi pop, desi;67;2955976;https://i.scdn.co/image/ab6761610000e5ebefde421035552000de823ad8;LETTER_2
Marracash;5AZuEF0feCXMkUCwQiQlW7;italian trap;73;2946288;https://i.scdn.co/image/ab6761610000e5eb8aa0ff279be0623fce3e6c9d;LETTER_1
Rise Against;6Wr3hh341P84m3EI8qdn9O;punk, hardcore punk;70;2945896;https://i.scdn.co/image/ab6761610000e5eb071291b50cd2f68a7bfe1337;LETTER_1
Adekunle Gold;2IK173RXLiCSQ8fhDlAb3s;afrobeats, afrobeat, afropop, afro r&b, alté, afropiano, afro soul, afroswing;66;2945212;https://i.scdn.co/image/ab6761610000e5eba04328b8180f0437435f0a78;LETTER_1
Alta Consigna;0DjAjUeZwSixK0dRwplBXb;sierreño, banda, corrido, sad sierreño, norteño;64;2942850;https://i.scdn.co/image/ab6761610000e5eb5c2f8825649841701bc078e6;GENRE_2
a-ha;2jzc5TC5TVFLXQlBNiIUzE;new wave, synthpop;72;2940118;https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067;GENRE_1
Yüzyüzeyken Konuşuruz;7gobcoscOfsY0nOeqqFzvU;turkish pop;64;2933541;https://i.scdn.co/image/ab6761610000e5eb245d6eec4e995c39cc7c482d;LETTER_2
Shiva;2K5nCggbhSZ00YCYP5qkZS;italian trap;74;2931656;https://i.scdn.co/image/ab6761610000e5ebc490d7749fd59bf2c492928d;LETTER_2
REO Speedwagon;55vs7NT1KxcFjbMC4y202E;soft rock, aor, classic rock;65;2931170;https://i.scdn.co/image/ab6761610000e5ebfc5a03aa1823cfbe08b8b2ed;GENRE_1
Millonario;2N2aJ1SXQxMkhHD8C6fhYD;mexican hip hop, latin hip hop;70;2930353;https://i.scdn.co/image/ab6761610000e5eb989969e7d42e6cc6b670c5bd;GENRE_2
Rich Homie Quan;5lHRUCqkQZCIWeX7xG4sYT;southern hip hop;65;2927241;https://i.scdn.co/image/ab6761610000e5ebf4b802f5eb81d33fd2db292f;LETTER_2
Calle 24;6dLuQ5qXxIuWc5urxfIiZR;corrido, corridos tumbados, corridos bélicos, electro corridos, sad sierreño;78;2926298;https://i.scdn.co/image/ab6761610000e5eb13ec8d2390f7335cbcefdf53;GENRE_1
Chris Young;4BYxqVkZyFjtik7crYLg5Q;country, acoustic country;66;2925424;https://i.scdn.co/image/ab6761610000e5eb87ae707a446eef2c870771a5;GENRE_1
Pixote;0ciLF0bOuu2BhqzCEZgHoB;pagode, samba;66;2925274;https://i.scdn.co/image/ab6761610000e5eba0b5dc1d9515ab7f88de2dd1;LETTER_2
Alex Ubago;2tY2GFdhH0Wa2VBvsxew5X;latin pop;66;2923061;https://i.scdn.co/image/ab6761610000e5eb771399a6f8fb2feed554daf7;GENRE_2
Bruno & Barretto;70x9rYb58QCNNeNxuO3StS;sertanejo, agronejo, sertanejo universitário;61;2919246;https://i.scdn.co/image/ab6761610000e5eb212046b386b54e2d7ad5b5d5;GENRE_1
HUMBE;1b7AEdUSudOQoZF5ebUxCL;0;73;2916444;https://i.scdn.co/image/ab6761610000e5eb3cfb64685c503c45c35085ee;GENRE_2
Ramones;1co4F2pPNH8JjTutZkmgSm;punk, proto-punk;65;2914980;https://i.scdn.co/image/ab6761610000e5eb5b9f46a5c5bf8243179d56b0;GENRE_1
Dionela;1chOgh5tgwfiyJ2zhUHwBj;opm, pinoy r&b, p-pop, harana, pinoy hip hop;68;2912159;https://i.scdn.co/image/ab6761610000e5eb50069ac992d74c5610ecb9cc;GENRE_2
Nekfeu;4LXBc13z5EWsc5N32bLxfH;french rap;67;2907885;https://i.scdn.co/image/ab6772690000c46c4a1e10c0f2d273fcebe4a077;LETTER_2
Michel Teló;1sDVuztNhGcetCLChkleDA;sertanejo, sertanejo universitário, sertanejo tradicional;59;2906776;https://i.scdn.co/image/ab6761610000e5ebbc8544fc313916a0ab43aedc;LETTER_2
Maverick City Music;58r1rB5t3VF5X6yXGPequV;worship, gospel, christian;71;2906713;https://i.scdn.co/image/ab6761610000e5eb2bd10607316ebcf6e7eb29b2;LETTER_1
Brad Paisley;13YmWQJFwgZrd4bf5IjMY4;country;66;2904505;https://i.scdn.co/image/ab6761610000e5eb378509adb9eed426bd853d0f;GENRE_1
İbrahim Tatlıses;0gPgE6wLLiPnrakh9WcsdQ;arabesk, oyun havasi, turkish pop;65;2898793;https://i.scdn.co/image/ab6761610000e5eb3c18a1aa50b5bbae720ed890;LETTER_1
León Larregui;4ClsVDy2g7RKSSlvq8cF6d;rock en español, mexican indie, latin indie, latin alternative;69;2898369;https://i.scdn.co/image/ab6761610000e5eb46c34376a1022b86c7a89b70;GENRE_1
Bob Seger;485uL27bPomh29R4JmQehQ;classic rock;69;2897106;https://i.scdn.co/image/ab6761610000e5ebd98e2abb8fbebc2e2340f178;GENRE_1
Roupa Nova;2poCUrtJvVVgfA2hgri1IS;mpb, brazilian pop, brazilian rock;63;2892777;https://i.scdn.co/image/ab6761610000e5eb818e8d878ff7429b83c452b2;GENRE_1
Roxette;2SHhfs4BiDxGQ3oxqf0UHY;swedish pop;74;2892132;https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034;GENRE_1
Tech N9ne;6UBA15slIuadJ8h2lPRPos;horrorcore;67;2891926;https://i.scdn.co/image/ab6761610000e5eb8b1697a78fbe50647333a84f;LETTER_2
Henrique & Diego;1D6vAeVUcgMbSx80IA3Zun;sertanejo, sertanejo universitário, arrocha;62;2885300;https://i.scdn.co/image/ab6761610000e5eb4a499046e6a429ac8e4d1d9a;GENRE_1
Little Big Town;3CygdxquGHurS7f9LjNLkv;country;61;2884582;https://i.scdn.co/image/ab6761610000e5eb7d9f1dbb1ef225155fd64700;GENRE_1
Laura Pausini;2e4nwiX8ZCU09LGLOpeqTH;latin pop;74;2884210;https://i.scdn.co/image/ab6761610000e5eb13bfc3576c7b50e25a1fbc66;GENRE_1
Monica;6nzxy2wXs6tLgzEtqOkEi2;r&b;63;2883383;https://i.scdn.co/image/ab6761610000e5ebe511dad92fbc2626144a02a2;GENRE_2
Sleep Token;2n2RSaZqBuUUukhbLlpnE6;progressive metal, metalcore;79;2881764;https://i.scdn.co/image/ab6761610000e5ebd00c2ff422829437e6b5f1e0;GENRE_2
James Taylor;0vn7UBvSQECKJm2817Yf1P;folk rock, singer-songwriter, soft rock;66;2878394;https://i.scdn.co/image/ab6761610000e5eb5921cb8f2ec7bf6b5e725bcc;GENRE_2
Luar La L;4axKuDPr6WKcDCyh8vueTY;trap latino;78;2875679;https://i.scdn.co/image/ab6761610000e5eb14b809b19d54425a41df3442;GENRE_2
José Luis Perales;5RwfJb8wxN1fuodcPORVxP;trova, villancicos;68;2873525;https://i.scdn.co/image/ab6772690000c46cfb86dc40523b481ac5a1eedb;LETTER_1
Daryl Hall & John Oates;77tT1kLj6mCWtFNqiOmP9H;yacht rock, soft rock;75;2873337;https://i.scdn.co/image/ab6761610000e5ebae81417d966e209b735b1160;GENRE_1
Good Charlotte;5aYyPjAsLj7UzANzdupwnS;pop punk, punk, emo;65;2867765;https://i.scdn.co/image/ab6761610000e5ebc4d383def970a8566db1cd2a;GENRE_2
Talking Heads;2x9SpqnPi8rlE9pjHBwmSC;new wave, post-punk;70;2867642;https://i.scdn.co/image/e4c5b04fce8706c87663357b1f78522a3a5c641b;GENRE_2
Denzel Curry;6fxyWrfmjcbj5d12gXeiNV;0;70;2865274;https://i.scdn.co/image/ab6761610000e5eb8e265da892579da2139b659f;LETTER_1
The Doobie Brothers;39T6qqI0jDtSWWioX8eGJz;yacht rock, classic rock, soft rock, southern rock;69;2865129;https://i.scdn.co/image/ab6761610000e5eb28f5622994674caec36fd95c;GENRE_1
Waka Flocka Flame;6f4XkbvYlXMH0QgVRzW0sM;0;70;2862564;https://i.scdn.co/image/ab6761610000e5eb69b472acd219444e3defa60e;LETTER_1
B.B. King;5xLSa7l4IV1gsQfhAMvl0U;blues, classic blues, jazz blues, soul blues, blues rock;61;2859619;https://i.scdn.co/image/ffb3ff26238fe635a230bb0feb59dd0a5b209b6f;LETTER_2
Quando Rondo;4IprNlQiJZUUJhDl0fL2SL;melodic rap;61;2859377;https://i.scdn.co/image/ab6761610000e5eb22430c4f1ae751e740e201c9;LETTER_2
The Prodigy;4k1ELeJKT1ISyDv8JivPpB;big beat, breakbeat, hardcore techno;66;2854171;https://i.scdn.co/image/ab6761610000e5eb147841812056c247407811f3;LETTER_2
Los Invasores De Nuevo León;5CGtBYmVPeLhI1kM2Fn9Gv;norteño, cumbia norteña, corrido, grupera, ranchera, bolero, banda;72;2852983;https://i.scdn.co/image/ab6761610000e5ebc92ddcf061e57915fbef7e07;GENRE_2
deadmau5;2CIMQHirSU0MQqyYHq0eOx;edm, progressive house, dubstep;67;2850095;https://i.scdn.co/image/ab6761610000e5eb89ffabe57a25cedeca3309e7;LETTER_1
Macklemore;3JhNCzhSMTxs9WLGJJxWOY;0;75;2849268;https://i.scdn.co/image/ab6761610000e5eb488b3b242f97163a7f8e17b9;GENRE_1
Cornelio Vega y su Dinastia;3xNhaqwvNIAP57dWgMTP1d;banda, sierreño, corrido, norteño, sad sierreño;64;2849207;https://i.scdn.co/image/ab6761610000e5eb9951bb304f7358f061a49993;GENRE_2
Chris Jedi;0qTZZWLzuD59Un5r1speHm;trap latino, reggaeton, urbano latino;66;2848918;https://i.scdn.co/image/ab6761610000e5eb8ea72bf4aa151fa99bf23862;GENRE_2
Budi Doremi;6Ifk2cbxyVzT41jLexYCas;indonesian pop;66;2845170;https://i.scdn.co/image/ab6761610000e5ebac04f271f5b2f8fb1f1d5ee7;GENRE_2
Girls' Generation;0Sadg1vgvaPqGTOjxu0N6c;k-pop;63;2844069;https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa;LETTER_1
BAEKHYUN;4ufh0WuMZh6y4Dmdnklvdl;k-pop, k-ballad;63;2841768;https://i.scdn.co/image/ab6761610000e5eb7d4e246f8c54be347e06bffe;LETTER_1
LP;0J7U24vlOOIeMpuaO6Q85A;0;66;2838338;https://i.scdn.co/image/ab6761610000e5ebb97dbdfac09764e2516cee65;LETTER_1
The Rose;5na1LmEmK2VzNLje9snJYW;k-rock, k-pop;62;2829076;https://i.scdn.co/image/ab6761610000e5ebd434a8b25f5a50277b05a402;GENRE_1
Beach House;56ZTgzPBDge0OvCGgMO3OY;dream pop;73;2828850;https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09;GENRE_2
Kool & The Gang;3VNITwohbvU5Wuy5PC6dsI;disco, funk;68;2827404;https://i.scdn.co/image/ab6761610000e5eb69287c3f1b150bbead642499;GENRE_2
The Kinks;1SQRv42e4PjEYfPhS0Tk9E;proto-punk, baroque pop;64;2825694;https://i.scdn.co/image/ab6761610000e5eb81f4e878e8b959fa68f15322;GENRE_1
Marca MP;44mEtidu0VdRkIqO4IbkNa;corrido, banda, sierreño, corridos tumbados, sad sierreño, corridos bélicos, música mexicana;66;2825202;https://i.scdn.co/image/ab6761610000e5ebe43b921690d9cdc83df02875;GENRE_2
Diplo;5fMUXHkw8R8eOP2RNVYEZX;moombahton;79;2824817;https://i.scdn.co/image/ab6761610000e5ebdf01727aa674ddefa777797a;LETTER_1
Andrés Calamaro;3tAICgiSR5PfYY4B8qsoAU;argentine rock, rock en español, latin rock;70;2823306;https://i.scdn.co/image/ab6761610000e5eb46de1ff7aab6d657f7776229;GENRE_1
Ginuwine;7r8RF1tN2A4CiGEplkp1oP;r&b;66;2821477;https://i.scdn.co/image/c8bc9979554744c06b3c62b7e94b82cd9303ec81;GENRE_2
ARASHI;1XYuC1vxinTjHCNd5clB8C;j-pop;66;2815411;https://i.scdn.co/image/ab6761610000e5ebd95960a63ea1df7f97fcab29;LETTER_1
Binomio de Oro de América;3yHLsTJ9OZ19qwY1Q5BEQJ;vallenato;70;2809202;https://i.scdn.co/image/ab6761610000e5eb813e7b32f71bf7229db29e1b;GENRE_2
El Bebeto;1YhMWppPt9RVODKD1KCs7W;banda, mariachi, ranchera, norteño, grupera;64;2801483;https://i.scdn.co/image/ab6761610000e5eb343d5426a81b6c056a9ac085;LETTER_1
Lloyd;1Xfmvd48oOhEWkscWyEbh9;r&b;71;2795637;https://i.scdn.co/image/ab6761610000e5eb5de0901c4bcb8d0352b71c3f;GENRE_2
CRO;3utZ2yeQk0Z3BCOBWP7Vlu;german hip hop, german indie, german pop, german indie pop;68;2794392;https://i.scdn.co/image/ab6761610000e5eb8431fb1f7c89e2511c2a790e;GENRE_2
bbno$;41X1TR6hrK8Q2ZCpp2EqCz;0;78;2793641;https://i.scdn.co/image/ab6761610000e5ebe7c585e9ecd65c76b7bf91ac;LETTER_1
Joy Division;432R46LaYsJZV2Gmc4jUV5;post-punk, new wave, gothic rock, darkwave, madchester, cold wave;63;2791902;https://i.scdn.co/image/5eeddd733170399db794d2c430a8d2cde7ae1425;GENRE_2
Angèle;3QVolfxko2UyCOtexhVTli;french pop, variété française, chanson, french indie pop;64;2790171;https://i.scdn.co/image/ab6761610000e5eb2aefdc0f42eef75a60b341dd;LETTER_1
David Kushner;33NVpKoXjItPwUJTMZIOiY;0;72;2787849;https://i.scdn.co/image/ab6761610000e5ebfbe8fcc1f77b0eb6761491ed;GENRE_2
Darius Rucker;7FY5V3XMwlNBPitEjXowHQ;country;67;2784526;https://i.scdn.co/image/ab6761610000e5eb17f1bb8128fc6e637e4240d7;GENRE_1
NEFFEX;3z97WMRi731dCvKklIf2X6;0;69;2782819;https://i.scdn.co/image/ab6761610000e5eb83a6dd3444d8a133e48486a0;LETTER_2
Simply Red;1fa0cOhromAZdq2xRA4vv8;rock;71;2781182;https://i.scdn.co/image/ab6761610000e5ebdf126340c69932e9c9ff27de;GENRE_1
Thalles Roberto;2Js5EdWOVgL2B2CbtXr5n1;gospel, brazilian gospel, worship, christian rock;66;2780984;https://i.scdn.co/image/ab6761610000e5ebf1fe4f183482972da7d5e757;GENRE_2
Werenoi;3YBJLs7RqR0aPGBgU27nDh;french rap;78;2778314;https://i.scdn.co/image/ab6761610000e5eb6296c04d12f719f7ea4fe566;LETTER_2
Jamiroquai;6J7biCazzYhU3gM9j1wfid;acid jazz;71;2773592;https://i.scdn.co/image/ab6761610000e5eb7e6dca959714339b69e9718d;LETTER_1
Greta Van Fleet;4NpFxQe2UvRCAjto3JqlSl;rock;64;2769175;https://i.scdn.co/image/ab6761610000e5eb301eb2b9d83cf86efa024ccb;GENRE_1
Nasty C;2gzWmhOZhDN6gXL49JW9qj;afropop;62;2768354;https://i.scdn.co/image/ab6761610000e5eb395b69e5f0be583b99318b21;LETTER_2
Billy Currington;1By9QBFnjZAoI83BZppHlt;country, acoustic country;66;2766237;https://i.scdn.co/image/ab6761610000e5eb7147f4661aa595fc95729fc4;GENRE_1
SCH;2kXKa3aAFngGz2P4GjG5w2;french rap, pop urbaine;72;2764288;https://i.scdn.co/image/ab6761610000e5eb4ed985f33e971801dae4e24d;LETTER_2
Fabolous;0YWxKQj2Go9CGHCp77UOyy;0;66;2763206;https://i.scdn.co/image/ab6761610000e5ebece5603bef9fa046ef9a178c;GENRE_2
Eyedress;3XxNRirzbjfLdDli06zMaB;0;70;2759533;https://i.scdn.co/image/ab6761610000e5ebb1693f731eacb1e3f294a120;GENRE_2
The Verve;2cGwlqi3k18jFpUyTrsR84;britpop, shoegaze;70;2758801;https://i.scdn.co/image/ab6772690000c46c2fb11ff7658def8d8a52957c;GENRE_2
Willie Colón;7x5Slu7yTE5icZjNsc3OzW;salsa, merengue, son cubano;71;2757963;https://i.scdn.co/image/ab6761610000e5eb4934a2c42935c770bb3ee1af;GENRE_2
BABYMETAL;630wzNP2OL7fl4Xl0GnMWq;j-rock;69;2756469;https://i.scdn.co/image/ab6761610000e5eb8bf2dcb4312416001228a30d;GENRE_1
Hoobastank;2MqhkhX4npxDZ62ObR5ELO;nu metal;67;2756328;https://i.scdn.co/image/ab6761610000e5ebb6f14120a7c97c531c2ebdcc;GENRE_1
Missy Elliott;2wIVse2owClT7go1WT98tk;hip hop;70;2755601;https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c;LETTER_1
Volbeat;0L5fC7Ogm2YwgqVCRcF1bT;rock, metal;70;2754486;https://i.scdn.co/image/ab6761610000e5ebed061555d0d15cf7b1e66731;GENRE_1
August Alsina;19Fi1Rj7kk8kyiwxpXy3yM;r&b;63;2753295;https://i.scdn.co/image/ab6761610000e5eb45ffc8f55fc50b8888e97f98;LETTER_1
Aimer;0bAsR2unSRpn6BQPEnNlZm;anime, j-pop, j-rock;66;2751178;https://i.scdn.co/image/ab6761610000e5ebecb2f33d56d05407f877aa81;LETTER_1
Chitãozinho & Xororó;7gfkYbxpguEc9bm6m8TpAr;sertanejo tradicional, sertanejo, agronejo;68;2749524;https://i.scdn.co/image/ab6761610000e5ebd5fcda04e60405d7e5ca3fb1;GENRE_1
Lazza;0jdNdfi4vAuVi7a6cPDFBM;italian trap;72;2748177;https://i.scdn.co/image/ab6761610000e5eba6fa9c526ac155d3dc888c25;LETTER_1
Cassiane;6MQhMvMTFK4nAQzoOKrwY3;gospel, pentecostal, brazilian gospel, worship;59;2746396;https://i.scdn.co/image/ab6761610000e5ebf0544fd215cec6388e7e7613;LETTER_1
Miles Davis;0kbYTNQb4Pb1rPbbaF0pT4;jazz, cool jazz, hard bop, bebop, jazz fusion, free jazz, jazz blues;64;2744786;https://i.scdn.co/image/423e826b3c1b23930a255d7cbc2daf733f795507;LETTER_1
Yuri;4OgNARLQSC4yy7Dsa5cqxx;villancicos;66;2739877;https://i.scdn.co/image/ab6761610000e5eb08d697859c0b6ad074734d04;LETTER_2
Trace Adkins;79FMDwzZQxHgSkIYBl3ODU;country, acoustic country;61;2737600;https://i.scdn.co/image/ab6761610000e5eb075290d0f64dbdd4efae7f41;GENRE_1
Ella Fitzgerald;5V0MlUE1Bft0mbLlND7FJz;vocal jazz, jazz, swing music, jazz blues, big band, christmas;71;2737380;https://i.scdn.co/image/3c1d23141059785c8a863137d176319329dc17ef;LETTER_1
Edgardo Nuñez;0mA4dkNGiN4fqTBi2SLlAv;corrido, corridos bélicos, corridos tumbados, sad sierreño, electro corridos, dembow belico, banda, música mexicana, sierreño;73;2736704;https://i.scdn.co/image/ab6761610000e5eb1be54e53cc184bef7141d9ae;GENRE_2
Vineeth Sreenivasan;2uocTdMBXjTsS7QmAj7src;malayalam pop, mollywood;62;2736024;https://i.scdn.co/image/ab6761610000e5eb07129f934e1c9fcdff613596;LETTER_2
G-Unit;6evKD5JWJON3qPBJtUEmtY;gangster rap;62;2733916;https://i.scdn.co/image/a668bc3f083377ca8889e9f8273c752e0342c4e0;LETTER_1
Warren G;2B4ZHz4QDWJTXPFPgO5peE;g-funk, west coast hip hop, old school hip hop, gangster rap;63;2733240;https://i.scdn.co/image/ab6761610000e5eb5c9383166226bbe48213b064;LETTER_2
Micro TDH;1aWJsBQa67l72j1VT3D6Ow;0;69;2730704;https://i.scdn.co/image/ab6761610000e5eb1fdef8de89f12d5f608f8389;GENRE_2
Rvssian;1fctva4kpRbg2k3v7kwRuS;trap latino;72;2730282;https://i.scdn.co/image/ab6761610000e5eba1e4324a1f517708d1fd3f98;GENRE_2
Antonio Vivaldi;2QOIawHpSlOwXDvSqQ9YJR;classical;71;2729088;https://i.scdn.co/image/9785700bae86f991f78183076861c7342a4bcf90;LETTER_1
Josh Turner;7vCtweS8UVAXTyau2j0rDT;country, christian country;65;2721674;https://i.scdn.co/image/ab6761610000e5eb94a3a9f82647f8bb112d9e01;GENRE_1
Hivi!;4ubEZ6sMsrrbQChueyouCC;indonesian pop, indonesian jazz, indonesian indie;66;2718368;https://i.scdn.co/image/ab6761610000e5ebdaecd6df4e946467b5461e5d;GENRE_2
Cocktail;6JrR3zrG0NQiXb9N9XSyGb;thai rock, thai pop, t-pop, southern thai music;63;2717949;https://i.scdn.co/image/ab6761610000e5ebd7706f75460a24f8fd1132df;LETTER_1
Redimi2;0WZOmdnCln6FK6GM9e2tGm;christian, christian hip hop, christian pop;65;2715891;https://i.scdn.co/image/ab6761610000e5eb6204a50a0d91339e22d8540f;LETTER_2
Anderson .Paak;3jK9MiCrA42lLAdMGUZpwa;0;76;2710889;https://i.scdn.co/image/ab6761610000e5eb96287bd47570ff13f0c01496;GENRE_2
TIAGO IORC;4iWkwAVzssjb8XgxdoOL6M;mpb, nova mpb, brazilian pop;62;2702811;https://i.scdn.co/image/ab6761610000e5ebca0cbfa7da640a6c43ea74e7;LETTER_1
Manoj Muntashir;4cAERazLlAzVGA10ORWaUP;bhajan, bollywood, hindi pop, devotional;76;2701841;https://i.scdn.co/image/ab6761610000e5ebe47745d8954f918f2a41c315;LETTER_1
Salim–Sulaiman;6ohaQzKaXrobAL8paLSaxq;bollywood, sufi, desi, hindi pop, qawwali;69;2700879;https://i.scdn.co/image/ab6761610000e5eb13a6f2195deea1f736d046e4;LETTER_2
Herencia de Patrones;1Q6SZxTvaE3HhslV0iXbI6;corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño;65;2698796;https://i.scdn.co/image/ab6761610000e5ebbea8e9474e49de0378a8d705;GENRE_2
Matchbox Twenty;3Ngh2zDBRPEriyxQDAMKd1;post-grunge;68;2697404;https://i.scdn.co/image/ab6761610000e5eb2600695faee2deeb736755f0;GENRE_1
Marisa Monte;0rSTXALHu0EKAawPLBdODH;mpb, nova mpb;68;2692452;https://i.scdn.co/image/ab6761610000e5ebdf680c991c829899faf1283c;LETTER_1
Eddie Santiago;5Wg6XnPTp0xXxFCjywwR9I;salsa, merengue;69;2688026;https://i.scdn.co/image/ab6761610000e5eba2261fdb231185a4f11e00f6;GENRE_2
Casper Magico;1fux65HMCBvfJHqlBc4Nno;trap latino, reggaeton, urbano latino;69;2687416;https://i.scdn.co/image/ab6761610000e5ebb71a6be8ee81192c3f5885aa;GENRE_2
Vũ.;57g2v7gJZepcwsuwssIfZs;v-pop, vietnam indie, vietnamese lo-fi;64;2687371;https://i.scdn.co/image/ab6761610000e5eb2d7150aa7e90e9a85610ab3d;LETTER_2
Massive Attack;6FXMGgJwohJLUSr5nVlf9X;trip hop, downtempo;70;2685718;https://i.scdn.co/image/c8bbeedb05f38ae5cb982a7daf4bf7129cca892c;LETTER_1
Macklemore & Ryan Lewis;5BcAKTbp20cv7tC5VqPFoC;hip hop;70;2684843;https://i.scdn.co/image/ab6761610000e5eb3c2f1ba4c1a3de141e63d775;LETTER_1
Hatsune Miku;6pNgnvzBa6Bthsv8SrZJYl;vocaloid;69;2669537;https://i.scdn.co/image/ab6761610000e5ebba025c8f62612b2ca6bfa375;LETTER_1
Mumuzinho;34dfPo3Zi55yM6oV46q4y7;pagode, samba;66;2668551;https://i.scdn.co/image/ab6761610000e5ebee3999a54419f816a541dbfa;LETTER_1
Big Time Rush;0GWCNkPi54upO9WLlwjAHd;pop;66;2667856;https://i.scdn.co/image/ab6761610000e5eb985f57a67a3aa6a11112677c;LETTER_1
Raul Seixas;7jrRQZg4FZq6dwpi3baKcu;brazilian rock, mpb, brazilian pop;65;2665439;https://i.scdn.co/image/ab6761610000e5eb9f0c70d55c26e9773d00b7b1;GENRE_1
Neelkamal Singh;2pywmTkxO0H1CY8ZXSJTSC;bhojpuri pop, bhojiwood;68;2663907;https://i.scdn.co/image/ab6761610000e5ebf659e690afaf665d7752edf9;LETTER_2
Sido;4Yttlv9ndGjCDCVLqM7ACq;german hip hop, german pop;70;2663429;https://i.scdn.co/image/ab6761610000e5ebacad48182c5778b5a0ec77ed;LETTER_1
Baby Gang;3LvwPiJQJ0da0GurKMToV0;italian trap;72;2663295;https://i.scdn.co/image/ab6761610000e5ebd6b991e24b3ea8703cc8c1af;LETTER_1
Los Acosta;1sxekzjeHJaqkZbpaaGR9x;grupera, cumbia, cumbia sonidera;69;2663224;https://i.scdn.co/image/ab6761610000e5eb2635de24251869fff06148ef;GENRE_2
The Animals;3ICflSq6ZgYAIrm2CTkfVP;classic rock;67;2657645;https://i.scdn.co/image/ab6761610000e5eb3ce1e2a99cffc7c662938b01;GENRE_1
The Kooks;1GLtl8uqKmnyCWxHmw9tL4;indie, indie rock;68;2657421;https://i.scdn.co/image/ab6761610000e5ebdb445115fc89f2ede86dab8a;GENRE_1
Raça Negra;1RnHJ07H3jcpay9PrUPjnt;pagode, samba;67;2654115;https://i.scdn.co/image/ab6761610000e5ebd4002ad0583610a94ecdaec9;LETTER_2
Engenheiros Do Hawaii;0GNq4xh8uFCyihPurnunf7;brazilian rock, mpb, brazilian pop, pop rock;66;2652937;https://i.scdn.co/image/ab6761610000e5ebb2c3fe2657126650f27ccae6;GENRE_1
Saweetie;6cK3NBO6uP7hh0oyuVELFl;0;66;2652621;https://i.scdn.co/image/ab6761610000e5eb0214fabf2d511f3a395f2cde;LETTER_2
No Te Va Gustar;4ZDoy7AWNgQVmX7T0u0B1j;argentine rock, murga, latin rock, rock en español, latin alternative;68;2652286;https://i.scdn.co/image/ab6761610000e5eb6dbac98019544cd6c3f9235a;GENRE_1
Cream;74oJ4qxwOZvX6oSsu1DGnw;classic rock, psychedelic rock, acid rock, blues rock;61;2648608;https://i.scdn.co/image/aab6a0a0e9ca2ab17460b0451e59ba507cc5802a;GENRE_1
UB40;69MEO1AADKg1IZrq2XLzo5;reggae;69;2644951;https://i.scdn.co/image/ab6761610000e5eb0169dd58a7b6e2a14f7b1726;LETTER_2
Ray Charles;1eYhYunlNJlDoQhtYBvPsi;jazz blues, soul, soul blues, blues, classic soul, vocal jazz;69;2643498;https://i.scdn.co/image/ab6761610000e5eb6fc460f10177fa38af69b8bf;LETTER_1
Orange & Lemons;1EUmQM6xgUQLUkJVcvSdey;opm, pinoy rock, pinoy alternative, harana, pinoy indie, p-pop, kundiman;63;2643235;https://i.scdn.co/image/ab6761610000e5ebe7a834bcb2fb66c3b4e35b9d;LETTER_2
Eve;58oPVy7oihAEXE0Ott6JOf;anime, j-pop, j-rock, vocaloid, japanese indie;66;2637700;https://i.scdn.co/image/ab6761610000e5eb34e02722260252b18292a3a9;GENRE_1
Grimes;053q0ukIDRgzwTr4vNSwab;art pop;69;2636875;https://i.scdn.co/image/ab6761610000e5eb3da21f5c5e6956dd544c0d25;LETTER_1
Ashnikko;3PyJHH2wyfQK3WZrk9rpmP;0;72;2625209;https://i.scdn.co/image/ab6761610000e5eb106956a77e6a4fc74598c6a8;GENRE_2
Stevie Ray Vaughan;5fsDcuclIe8ZiBD5P787K1;blues, blues rock, classic blues, southern rock, modern blues;61;2622458;https://i.scdn.co/image/1de60c936683320769a1bfb6fba7f75902859085;GENRE_1
M83;63MQldklfxkjYDoUE4Tppz;0;71;2621509;https://i.scdn.co/image/ab6761610000e5eb961ef259d6d8101edd2f80c0;LETTER_1
