nome;data;ano;nome_local;Pista;Pista Premium;Camarote;Cadeira Inferior;Cadeira Inferior Visão Parcial;Cadeira Superior;Cadeira Superior Visão Parcial;Mesa;Cadeira;Open Bar;Arquibancada;PIT;Early Entrance;Lolla Pista;Lolla Lounge;Lolla Confort;Meet & Greet;Backstage;Mezanino ;Frontstage;VIP I;VIP II;Super Premium;Bistrô Superior;Lounge
GUSTAVO MIOTO;24/11/2022;2022;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEO SANTANA;24/11/2022;2022;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;25/11/2022;2022;ESPACO UNIMED;180;380;430;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;280;0;520;0;0;0;0
CAETANO VELOSO;26/11/2022;2022;ESPACO UNIMED;180;380;430;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;280;0;520;0;0;0;0
GUSTTAVO LIMA;26/11/2022;2022;ALLIANZ PARQUE;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0
MAIARA & MARAISA;26/11/2022;2022;ALLIANZ PARQUE;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7000;0;0;0;0;0;0
CAETANO VELOSO;27/11/2022;2022;ESPACO UNIMED;180;380;430;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;280;0;520;0;0;0;0
RUSS;01/12/2022;2022;AUDIO;310;0;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZE RAMALHO;03/12/2022;2022;TOKIO MARINE HALL;160;200;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IZA;04/12/2022;2022;MEMORIAL DA AMERICA LATINA;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE ROSE;04/12/2022;2022;ESPACO UNIMED;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;480;0;0;0;0;0;0
TITAS;04/12/2022;2022;TOKIO MARINE HALL;400;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATHEUS & KAUAN;05/12/2022;2022;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HARRY STYLES;06/12/2022;2022;ALLIANZ PARQUE;0;668;0;0;0;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EROS RAMAZZOTTI;09/12/2022;2022;VIBRA SAO PAULO;360;425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRUNO & MARRONE;10/12/2022;2022;ALLIANZ PARQUE;421;0;0;180;0;0;0;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHITAOZINHO & XORORO;10/12/2022;2022;ALLIANZ PARQUE;421;0;0;180;0;0;0;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EDUARDO COSTA;10/12/2022;2022;ALLIANZ PARQUE;421;0;0;180;0;0;0;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUDMILLA;10/12/2022;2022;NEO QUIMICA ARENA;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
MU540;10/12/2022;2022;NEO QUIMICA ARENA;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
URIAS;10/12/2022;2022;NEO QUIMICA ARENA;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
ZEZE DI CAMARGO & LUCIANO;10/12/2022;2022;ALLIANZ PARQUE;421;0;0;180;0;0;0;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FLEET FOXES;11/12/2022;2022;TOKIO MARINE HALL;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;11/12/2022;2022;NOVO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HARRY STYLES;13/12/2022;2022;ALLIANZ PARQUE;0;751;0;561;0;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HARRY STYLES;14/12/2022;2022;ALLIANZ PARQUE;0;751;0;561;0;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PEDRO SAMPAIO;14/12/2022;2022;AUDIO;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUDAS PRIEST;15/12/2022;2022;VIBRA SAO PAULO;390;690;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0
PANTERA;15/12/2022;2022;VIBRA SAO PAULO;390;690;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0
BRING ME THE HORIZON;16/12/2022;2022;VIBRA SAO PAULO;390;790;0;490;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE & MATEUS;17/12/2022;2022;NOVO ANHANGABAU;620;920;0;740;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PEDRO SAMPAIO;17/12/2022;2022;NOVO ANHANGABAU;620;920;0;740;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WESLEY SAFADAO;17/12/2022;2022;NOVO ANHANGABAU;620;920;0;740;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRING ME THE HORIZON;18/12/2022;2022;SAMBODROMO DO ANHEMBI;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JUDAS PRIEST;18/12/2022;2022;SAMBODROMO DO ANHEMBI;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PANTERA;18/12/2022;2022;SAMBODROMO DO ANHEMBI;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SEPULTURA;18/12/2022;2022;SAMBODROMO DO ANHEMBI;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SLIPKNOT;18/12/2022;2022;SAMBODROMO DO ANHEMBI;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIVIUM;18/12/2022;2022;SAMBODROMO DO ANHEMBI;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DANIEL;21/12/2022;2022;VIBRA SAO PAULO;260;0;400;0;0;190;0;550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUDMILLA;23/12/2022;2022;ESPACO UNIMED;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
MC DON JUAN;23/12/2022;2022;ESPACO UNIMED;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
MC HARIEL;23/12/2022;2022;ESPACO UNIMED;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
MC LIVINHO;23/12/2022;2022;ESPACO UNIMED;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
ROUPA NOVA;14/01/2023;2023;VIBRA SAO PAULO;100;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANITTA;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILIPE RET;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XAND AVIAO;15/01/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JACK JOHNSON;18/01/2023;2023;ESPACO UNIMED;395,5;585,5;665,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625,5;0;0;0;0;0;0
NCT 127;18/01/2023;2023;VIBRA SAO PAULO;690;900;720;0;0;400;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NCT 127;19/01/2023;2023;VIBRA SAO PAULO;690;900;720;0;0;400;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EMICIDA;20/01/2023;2023;ESPACO UNIMED;250;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NCT 127;20/01/2023;2023;VIBRA SAO PAULO;690;900;720;0;0;400;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ERYKAH BADU;21/01/2023;2023;MEMORIAL DA AMERICA LATINA;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BELO;25/01/2023;2023;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOAO GOMES;25/01/2023;2023;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NANDO REIS;25/01/2023;2023;CENTRO CULTURAL SAO PAULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BACKSTREET BOYS;27/01/2023;2023;ALLIANZ PARQUE;360;720;0;480;0;0;0;0;0;0;0;770;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;27/01/2023;2023;ESPACO UNIMED;140;220;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
BACKSTREET BOYS;28/01/2023;2023;ALLIANZ PARQUE;360;720;0;480;0;0;0;0;0;0;0;770;0;0;0;0;0;0;0;0;0;0;0;0;0
BK;28/01/2023;2023;AUDIO;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLAUDIA LEITTE;04/02/2023;2023;ALLIANZ PARQUE;150;190;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DUBDOGZ;04/02/2023;2023;ALLIANZ PARQUE;150;190;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;04/02/2023;2023;ALLIANZ PARQUE;150;190;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;04/02/2023;2023;ALLIANZ PARQUE;150;190;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SEU JORGE;04/02/2023;2023;ESPACO UNIMED;180;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LP;08/02/2023;2023;AUDIO;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;0;0;0
SUPER JUNIOR;09/02/2023;2023;ESPACO UNIMED;450;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790;0;1000;0;0;0;0
EMICIDA;10/02/2023;2023;ESPACO UNIMED;250;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANITTA;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARI FERNANDEZ;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PABLLO VITTAR;11/02/2023;2023;MEMORIAL DA AMERICA LATINA;270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EMICIDA;12/02/2023;2023;ESPACO UNIMED;250;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DENNIS;18/02/2023;2023;JOCKEY CLUB;0;0;0;0;0;0;0;0;0;1670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NATTAN;18/02/2023;2023;JOCKEY CLUB;0;0;0;0;0;0;0;0;0;1670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THIAGUINHO;18/02/2023;2023;JOCKEY CLUB;0;0;0;0;0;0;0;0;0;1670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRUPO MENOS E MAIS;19/02/2023;2023;JOCKEY CLUB;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARI FERNANDEZ;19/02/2023;2023;JOCKEY CLUB;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PEDRO SAMPAIO;19/02/2023;2023;JOCKEY CLUB;410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALOK;20/02/2023;2023;JOCKEY CLUB;370;620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEO SANTANA;20/02/2023;2023;JOCKEY CLUB;370;620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANITTA;21/02/2023;2023;JOCKEY CLUB;170;0;0;0;0;0;0;0;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE & MATEUS;21/02/2023;2023;JOCKEY CLUB;170;0;0;0;0;0;0;0;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XAND AVIAO;21/02/2023;2023;JOCKEY CLUB;170;0;0;0;0;0;0;0;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IVETE SANGALO;25/02/2023;2023;SAMBODROMO DO ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGINE DRAGONS;28/02/2023;2023;ALLIANZ PARQUE;560;940;0;920;0;860;0;0;0;0;490;1800;0;0;0;0;0;0;0;0;0;0;0;0;0
BIG TIME RUSH;03/03/2023;2023;ESPACO UNIMED;390;650;620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0
CHICO BUARQUE;04/03/2023;2023;TOKIO MARINE HALL;160;700;480;280;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOTA QUEST;04/03/2023;2023;ESPACO UNIMED;220;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHICO BUARQUE;05/03/2023;2023;TOKIO MARINE HALL;160;700;480;280;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEF LEPPARD;07/03/2023;2023;ALLIANZ PARQUE;680;1180;0;780;0;480;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;2400;2450;0;0;0
MOTLEY CRUE;07/03/2023;2023;ALLIANZ PARQUE;680;1180;0;780;0;480;0;0;0;0;0;0;0;0;0;0;0;2800;0;0;2400;2450;0;0;0
COLDPLAY;10/03/2023;2023;ESTADIO DO MORUMBI;590;980;0;750;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COLDPLAY;11/03/2023;2023;ESTADIO DO MORUMBI;590;980;0;750;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WIU;12/03/2023;2023;AUDIO;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COLDPLAY;13/03/2023;2023;ESTADIO DO MORUMBI;590;980;0;750;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COLDPLAY;14/03/2023;2023;ESTADIO DO MORUMBI;590;980;0;750;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE BLACK CROWES;14/03/2023;2023;ESPACO UNIMED;340;600;670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;640;0;0;0;0;0;0
COLDPLAY;17/03/2023;2023;ESTADIO DO MORUMBI;590;980;0;750;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SKANK;17/03/2023;2023;ESPACO UNIMED;318;0;420;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COLDPLAY;18/03/2023;2023;ESTADIO DO MORUMBI;590;980;0;750;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SKANK;18/03/2023;2023;ESPACO UNIMED;318;0;420;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUDOVICO EINAUDI;19/03/2023;2023;VIBRA SAO PAULO;190;350;690;710;0;580;0;0;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SKANK;19/03/2023;2023;ESPACO UNIMED;318;0;420;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANAVITORIA;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
BILLIE EILISH;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
BLACK ALIEN;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
CLAPTONE;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
CONAN GRAY;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
GORGON CITY;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
JOHN SUMMIT;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
KALI UCHIS;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
LIL NAS X;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
MODEST MOUSE;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
MOTHER MOTHER;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
PEDRO SAMPAIO;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
POLO & PAN;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
RISE AGAINST;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
SUKI WATERHOUSE;24/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
CAROL BIAZIN;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
CHICO BUARQUE;25/03/2023;2023;TOKIO MARINE HALL;160;700;480;280;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILIPE RET;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
GILSONS;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
JAMIE XX;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
LUDMILLA;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
MELANIE MARTINEZ;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
PITTY;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
PURPLE DISCO MACHINE;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
SOFI TUKKER;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
TAME IMPALA;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
THE 1975;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
TWENTY ONE PILOTS;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
WALLOWS;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0;0
YUNGBLUD;25/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0;0
ARMIN VAN BUUREN;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
AURORA;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
BACO EXU DO BLUES;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
CIGARETTES AFTER SEX;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
DUBDOGZ;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
FRED AGAIN..;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
L7NNON;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
OS PARALAMAS DO SUCESSO;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
ROSALIA;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
SKRILLEX;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
THE ROSE;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
TOVE LO;26/03/2023;2023;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1770;0;0;0;0;0;0;0;0;0
CIGARETTES AFTER SEX;27/03/2023;2023;AUDIO;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
TOVE LO;28/03/2023;2023;AUDIO;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHICO BUARQUE;30/03/2023;2023;TOKIO MARINE HALL;160;700;480;280;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;01/04/2023;2023;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BK;02/04/2023;2023;ESPACO UNIMED;440;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;02/04/2023;2023;ESPACO UNIMED;440;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WU-TANG CLAN;02/04/2023;2023;ESPACO UNIMED;440;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUSTAVO MIOTO;06/04/2023;2023;VIBRA SAO PAULO;380;0;420;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHICO BUARQUE;07/04/2023;2023;TOKIO MARINE HALL;160;700;480;280;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PIERCE THE VEIL;09/04/2023;2023;AUDIO;390;640;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;660;0;0;0;0;0;0
ALCEU VALENCA;20/04/2023;2023;ESPACO UNIMED;380;600;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FALAMANSA;20/04/2023;2023;ESPACO UNIMED;380;600;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALAN WALKER;21/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARSHMELLO;21/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OLIVER HELDENS;21/04/2023;2023;VALE DO ANHANGABAU;750;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
